account_id,unique_senders,total_incoming_transactions,total_incoming_amount,sender_accounts
BANK924083,5,5,5146.679999999999,"['CRED228378', 'BANK426075', 'HSBC503406', 'USBA152350', 'BARC909916']"
BANK936393,5,5,4939.39,"['CAYM949753', 'PRIV225286', 'PNCB532054', 'BARC197656', 'HSBC243088']"
CITI684599,5,5,4925.37,"['SWIS840465', 'BARC881895', 'LUXE589877', 'PNCB227250', 'CHAS668069']"
USBA790588,5,5,4763.34,"['GOLD298824', 'CAYM662719', 'HSBC408024', 'SHEL401836', 'STAN976145']"
HSBC454554,5,5,4676.99,"['CAPI796327', 'STAN362236', 'DEUT301255', 'STAN436263', 'PRIV313519']"
CHAS261859,5,5,4595.2,"['DEUT493096', 'CAYM179417', 'LUXE737551', 'MORG606840', 'CHAS105697']"
BARC767452,5,5,4536.490000000001,"['USBA625352', 'CAPI806783', 'DEUT163255', 'STAN136874', 'PNCB764492']"
SHEL340218,5,5,4312.63,"['BANK414753', 'OFFS129415', 'USBA530800', 'WELL321174', 'BARC182367']"
CITI976769,5,5,4004.68,"['CHAS256513', 'CHAS710452', 'CAPI678713', 'MORG239938', 'CRED541876']"
STAN696806,5,5,3924.3899999999994,"['MORG922471', 'TDBA457780', 'WELL977882', 'OFFS975921', 'GOLD511346']"
OFFS855136,5,5,3903.29,"['DEUT575388', 'PNCB207258', 'CRED239279', 'MORG923287', 'TDBA212761']"
SWIS475239,5,5,3830.0599999999995,"['MORG122399', 'STAN422580', 'DEUT968879', 'CITI771623', 'SWIS479480']"
CAPI500486,5,5,3758.88,"['UBS342353', 'SHEL654672', 'TDBA512000', 'MORG929430', 'UBS633800']"
TDBA200244,5,5,3736.1899999999996,"['PRIV945591', 'DEUT900965', 'PNCB256556', 'PRIV426788', 'GOLD233852']"
WELL369086,5,5,3669.96,"['CRED718306', 'HSBC232159', 'OFFS893443', 'GOLD192946', 'UBS470807']"
WELL961099,5,5,3502.38,"['SHEL272887', 'HSBC428287', 'DEUT516072', 'CITI333045', 'PNCB115756']"
STAN558636,5,5,3493.7799999999997,"['DEUT403314', 'HSBC130089', 'STAN786957', 'STAN371832', 'CAYM547883']"
TDBA340690,5,5,3457.4799999999996,"['BANK613915', 'CAYM690047', 'CITI556910', 'PNCB850306', 'BANK958495']"
OFFS471223,5,5,3287.67,"['UBS799663', 'CHAS105697', 'CAPI262076', 'CITI232009', 'WELL231929']"
CAPI796327,5,5,3275.2599999999998,"['CAPI168922', 'PRIV326346', 'CAPI130395', 'OFFS505392', 'UBS559260']"
CHAS788190,5,5,3228.8999999999996,"['GOLD127978', 'BARC903449', 'CHAS550112', 'CRED310636', 'LUXE511086']"
WELL121995,5,5,3209.84,"['UBS136067', 'SHEL782390', 'UBS891610', 'PNCB773064', 'LUXE487478']"
CAPI731664,5,5,3105.5299999999997,"['BARC731377', 'CAPI130395', 'BANK760072', 'USBA702851', 'USBA991076']"
HSBC741542,5,5,2997.0799999999995,"['PNCB143841', 'LUXE537158', 'SHEL265300', 'DEUT503419', 'OFFS133793']"
USBA291678,5,5,2985.92,"['STAN456143', 'BARC222810', 'USBA819987', 'PNCB102358', 'SHEL311324']"
CAPI854670,5,5,2957.1,"['OFFS163622', 'CRED203012', 'WELL206114', 'SWIS306151', 'BANK759021']"
SHEL275240,5,5,2898.07,"['HSBC426024', 'OFFS975921', 'GOLD916025', 'CAPI204563', 'OFFS395596']"
STAN696782,5,5,2890.48,"['CITI848689', 'OFFS133988', 'USBA328439', 'UBS765733', 'OFFS135137']"
CAYM783235,5,5,2762.61,"['SWIS232473', 'CAPI633231', 'STAN752242', 'SWIS755213', 'DEUT858491']"
PNCB940219,5,5,2742.21,"['CRED869421', 'CHAS338568', 'MORG636193', 'USBA251206', 'OFFS597701']"
DEUT851195,5,5,2734.86,"['USBA289473', 'BARC308213', 'UBS177070', 'SHEL568137', 'USBA512285']"
TDBA115680,5,5,2723.5399999999995,"['CAPI713665', 'STAN899532', 'SHEL272887', 'STAN668544', 'STAN761623']"
CAYM429488,5,5,2590.0,"['USBA131661', 'UBS608750', 'GOLD721886', 'TDBA466551', 'CAPI888486']"
BANK415303,5,5,2578.9700000000003,"['PNCB182432', 'STAN670845', 'SWIS575020', 'SWIS806994', 'BANK855869']"
TDBA336466,5,5,2556.33,"['PNCB532054', 'MORG616793', 'STAN717018', 'MORG815084', 'UBS765733']"
SHEL528808,5,5,2548.1399999999994,"['CITI234157', 'UBS758385', 'UBS300900', 'WELL650797', 'OFFS332758']"
SHEL879079,5,5,2541.21,"['DEUT464227', 'PRIV158258', 'WELL850403', 'PNCB726067', 'OFFS218335']"
SHEL326069,5,5,2409.13,"['TDBA329906', 'STAN425054', 'OFFS129415', 'OFFS772496', 'HSBC628694']"
TDBA166544,5,5,2390.97,"['PNCB923262', 'BARC160569', 'BARC330974', 'SHEL690543', 'BARC991384']"
DEUT508610,5,5,2327.8500000000004,"['SHEL380933', 'TDBA666709', 'CAPI910986', 'STAN948791', 'LUXE895159']"
STAN670845,5,5,2270.64,"['BARC366757', 'OFFS921609', 'USBA606158', 'CITI556910', 'GOLD917167']"
WELL904660,5,5,2249.57,"['DEUT440075', 'PNCB778630', 'STAN371832', 'PNCB752973', 'CAYM790807']"
SHEL644025,5,5,2226.4,"['MORG993458', 'USBA369636', 'CRED260368', 'WELL294119', 'WELL220805']"
SHEL387463,5,5,2211.15,"['TDBA318858', 'UBS512749', 'CAYM816067', 'USBA291678', 'PRIV629162']"
WELL596318,5,5,2079.36,"['PRIV134435', 'CRED369786', 'PRIV362791', 'MORG871730', 'CAYM783235']"
CAPI399145,5,5,2018.4,"['STAN525510', 'PRIV398429', 'CHAS356676', 'CITI318197', 'GOLD311601']"
BARC869899,5,5,1675.68,"['OFFS850071', 'STAN558233', 'UBS464335', 'PNCB646287', 'CHAS521201']"
USBA892090,5,5,1633.93,"['CAPI813872', 'SWIS330549', 'STAN976442', 'CAPI686828', 'LUXE197260']"
WELL854778,5,5,1523.22,"['DEUT493096', 'OFFS367240', 'GOLD180571', 'GOLD432988', 'CAYM148978']"
BANK508259,5,5,1477.81,"['PNCB143841', 'BANK173891', 'CRED673324', 'SHEL671929', 'CAYM282795']"
CAPI686828,5,5,1462.57,"['PNCB236807', 'GOLD464881', 'CAPI130395', 'CHAS683405', 'DEUT389003']"
TDBA615324,5,5,1414.3899999999999,"['CAYM589539', 'WELL543456', 'BARC366757', 'BANK497922', 'USBA955385']"
WELL543456,5,5,1406.92,"['BARC214668', 'PRIV258706', 'CAYM736546', 'GOLD494058', 'CHAS261859']"
SHEL976334,5,5,1385.51,"['WELL999576', 'SHEL962997', 'STAN633248', 'CAYM480437', 'USBA672607']"
OFFS332758,5,5,1361.76,"['STAN222887', 'OFFS162496', 'UBS209131', 'HSBC817125', 'CITI388206']"
MORG497154,5,5,1332.2999999999997,"['HSBC817125', 'STAN136874', 'MORG563290', 'MORG877977', 'TDBA615324']"
STAN525510,5,5,1311.2099999999998,"['CRED387059', 'PRIV534217', 'BARC402802', 'PNCB335093', 'HSBC741542']"
CRED204056,5,5,1286.49,"['STAN371832', 'USBA642262', 'CRED838412', 'CITI720809', 'STAN786957']"
BANK991804,5,5,1246.1,"['BARC893901', 'CRED695570', 'PRIV362791', 'OFFS245461', 'CAYM338268']"
LUXE600519,5,5,1077.23,"['SHEL913053', 'CAYM516094', 'TDBA338246', 'SHEL671929', 'HSBC942698']"
SHEL188549,5,5,1073.88,"['GOLD158359', 'WELL621276', 'PRIV512809', 'USBA332879', 'CHAS908082']"
UBS512749,5,5,1070.2,"['CRED132002', 'OFFS162496', 'HSBC741542', 'CRED718887', 'USBA299776']"
STAN312324,5,5,1022.77,"['CITI105426', 'HSBC715733', 'CHAS120573', 'STAN394149', 'TDBA231707']"
SHEL418247,5,5,934.26,"['LUXE189059', 'DEUT808979', 'DEUT230609', 'CHAS131793', 'DEUT824994']"
UBS418730,5,5,805.9499999999999,"['CRED524794', 'MORG131689', 'MORG122399', 'BARC789183', 'USBA371863']"
UBS290464,5,5,480.46999999999997,"['LUXE931812', 'CRED965727', 'BANK816698', 'CITI629179', 'OFFS855206']"
USBA300157,4,4,72708.08,"['LUXE866078', 'GOLD127978', 'PRIV150089', 'SWIS328398']"
BANK601492,4,4,58785.259999999995,"['TDBA428332', 'DEUT480508', 'PNCB798668', 'DEUT230609']"
OFFS971568,4,4,49961.49,"['PRIV908047', 'UBS421413', 'TDBA665201', 'HSBC788909']"
CHAS661843,4,4,49486.64,"['UBS572362', 'GOLD725930', 'SWIS575020', 'MORG701813']"
CHAS178200,4,4,45545.829999999994,"['CAYM222095', 'CRED143894', 'CAPI323870', 'UBS962416']"
STAN227492,4,4,44763.12,"['BANK463248', 'OFFS445125', 'SWIS475210', 'USBA376805']"
DEUT997470,4,4,43519.3,"['OFFS185714', 'BANK662080', 'CITI607952', 'MORG453375']"
CHAS165870,4,4,38203.34,"['SWIS475239', 'OFFS354103', 'CITI475834', 'OFFS582227']"
OFFS576896,4,4,35734.58,"['STAN498315', 'CAYM387531', 'CAYM970327', 'BANK958962']"
OFFS480142,4,4,35042.71,"['SWIS475210', 'STAN325807', 'MORG793176', 'UBS300900']"
BANK757413,4,4,33335.86,"['LUXE414571', 'MORG666197', 'CAPI531288', 'SWIS400843']"
CITI790567,4,4,30851.09,"['LUXE475254', 'SWIS177641', 'CRED143894', 'TDBA466551']"
CHAS528562,4,4,30546.49,"['MORG737867', 'LUXE116480', 'STAN780206', 'HSBC635434']"
PRIV815119,4,4,30507.93,"['BANK272295', 'TDBA957974', 'UBS799269', 'WELL631860']"
CRED923116,4,4,28590.550000000003,"['TDBA422203', 'GOLD484038', 'WELL482566', 'DEUT966754']"
MORG146282,4,4,28415.81,"['PRIV186655', 'WELL455114', 'PRIV534217', 'LUXE702392']"
DEUT644032,4,4,27475.87,"['CHAS329072', 'DEUT709355', 'CRED143894', 'SHEL816029']"
DEUT456822,4,4,26976.7,"['PNCB385487', 'LUXE825621', 'SWIS245976', 'CITI281792']"
PRIV101550,4,4,25248.72,"['BARC148627', 'CAYM871108', 'GOLD107542', 'UBS339867']"
CAYM736546,4,4,24170.239999999998,"['STAN525510', 'WELL866523', 'SHEL959484', 'CRED143894']"
CHAS329072,4,4,23019.04,"['CITI223992', 'PNCB182432', 'CAPI620794', 'MORG437689']"
TDBA887612,4,4,22792.53,"['SWIS585196', 'WELL866523', 'MORG796511', 'GOLD244332']"
CAYM914867,4,4,22468.91,"['PRIV940988', 'GOLD725930', 'HSBC262390', 'MORG437689']"
PRIV599477,4,4,22434.24,"['PRIV567583', 'CRED524794', 'MORG434744', 'GOLD244332']"
PRIV766615,4,4,21891.52,"['GOLD809109', 'HSBC503406', 'BANK474878', 'OFFS363731']"
CRED154497,4,4,21024.31,"['WELL596318', 'CAYM529221', 'UBS728169', 'STAN563155']"
MORG280939,4,4,21005.1,"['SHEL568137', 'CITI105426', 'WELL204086', 'LUXE375651']"
CITI719959,4,4,20763.33,"['CAPI719273', 'UBS163718', 'HSBC818042', 'SHEL816029']"
PRIV761704,4,4,20759.76,"['WELL760901', 'MORG480461', 'DEUT770475', 'CITI324820']"
CITI386430,4,4,20680.120000000003,"['CRED671634', 'MORG833869', 'PRIV275815', 'STAN563155']"
DEUT713726,4,4,20426.47,"['CAPI910986', 'BARC300531', 'OFFS363731', 'CAYM914867']"
WELL433164,4,4,20057.36,"['CHAS521201', 'MORG280844', 'CAPI620794', 'DEUT966754']"
DEUT611914,4,4,19938.93,"['BARC163546', 'BANK319952', 'PNCB153698', 'GOLD244332']"
CITI376532,4,4,19794.54,"['DEUT160384', 'USBA664938', 'BANK958495', 'BANK720234']"
SHEL962997,4,4,19601.03,"['CITI796309', 'CAPI383827', 'DEUT117574', 'CRED524794']"
CAPI970532,4,4,19558.730000000003,"['BANK565391', 'TDBA374620', 'WELL631860', 'BANK720234']"
CHAS550112,4,4,18937.41,"['BANK474878', 'CAYM848746', 'PRIV324362', 'MORG437689']"
SHEL265300,4,4,18443.55,"['SWIS758969', 'DEUT503419', 'UBS209131', 'OFFS243641']"
DEUT113237,4,4,18380.91,"['WELL302196', 'SWIS150648', 'BANK981924', 'BANK960169']"
PNCB895364,4,4,17661.33,"['DEUT900965', 'PNCB646287', 'UBS648609', 'PRIV150089']"
CITI264100,4,4,17634.22,"['GOLD273817', 'UBS464335', 'CAPI813872', 'GOLD475012']"
WELL924049,4,4,17541.61,"['USBA664938', 'GOLD391250', 'WELL999576', 'SHEL690543']"
GOLD975305,4,4,17399.21,"['USBA892760', 'HSBC840387', 'MORG815084', 'OFFS363731']"
GOLD349180,4,4,17248.15,"['SWIS924893', 'SWIS150648', 'BANK953045', 'HSBC875360']"
SWIS873506,4,4,16662.46,"['CAYM316973', 'BANK960169', 'WELL661309', 'CITI976769']"
WELL309110,4,4,16563.8,"['CHAS759513', 'GOLD268276', 'DEUT113237', 'WELL924049']"
CHAS511928,4,4,16178.95,"['PRIV758821', 'UBS801409', 'USBA892760', 'CITI388599']"
WELL544816,4,4,15800.220000000001,"['HSBC243088', 'BANK991804', 'UBS559260', 'CITI324820']"
CRED877406,4,4,15785.830000000002,"['MORG423552', 'CRED541876', 'LUXE400804', 'BARC299118']"
HSBC640188,4,4,15767.779999999999,"['CRED376998', 'SWIS274360', 'PRIV258706', 'CITI388599']"
DEUT729200,4,4,15722.42,"['HSBC640188', 'MORG146282', 'CAPI970532', 'DEUT966754']"
CITI867225,4,4,15633.77,"['CRED923116', 'OFFS979377', 'MORG563951', 'SHEL690543']"
BANK109541,4,4,15630.86,"['SWIS343010', 'STAN932758', 'WELL357380', 'CITI324820']"
PRIV193445,4,4,15440.61,"['WELL231333', 'LUXE933096', 'GOLD485333', 'PNCB798668']"
BARC295556,4,4,15184.22,"['CAYM521022', 'CITI697659', 'DEUT654151', 'CAYM161329']"
WELL208157,4,4,14664.09,"['CRED978722', 'DEUT573640', 'PNCB525523', 'MORG721843']"
CAPI624947,4,4,14598.599999999999,"['TDBA147563', 'USBA868820', 'SHEL270004', 'TDBA457780']"
STAN722424,4,4,14481.04,"['HSBC942698', 'MORG497526', 'WELL885943', 'PRIV150089']"
GOLD249288,4,4,14480.650000000001,"['SHEL712885', 'CAYM918014', 'SWIS586785', 'PNCB360070']"
BARC906194,4,4,14359.09,"['PNCB995728', 'DEUT509141', 'DEUT285679', 'DEUT311529']"
CAPI431687,4,4,14122.880000000001,"['BARC422539', 'SWIS684192', 'PNCB798668', 'UBS879281']"
CITI476554,4,4,13724.380000000001,"['CAPI168922', 'CITI297982', 'CHAS807068', 'TDBA457780']"
STAN633555,4,4,13688.850000000002,"['WELL917077', 'BARC583910', 'CRED448063', 'WELL980633']"
OFFS966041,4,4,13573.679999999998,"['SHEL967473', 'MORG989535', 'HSBC561276', 'OFFS487676']"
CRED136027,4,4,13347.82,"['BARC378087', 'WELL854778', 'BANK720234', 'SHEL816029']"
SWIS263196,4,4,13199.480000000001,"['SWIS954093', 'BANK398311', 'OFFS548660', 'SHEL418247']"
WELL917077,4,4,12770.01,"['CITI768438', 'OFFS975921', 'STAN619227', 'USBA369636']"
CITI910332,4,4,12716.619999999999,"['OFFS637941', 'HSBC355343', 'STAN768245', 'SHEL690543']"
TDBA665201,4,4,12455.75,"['SHEL803626', 'SHEL332998', 'DEUT857922', 'MORG437689']"
PRIV567583,4,4,12373.169999999998,"['USBA563045', 'TDBA920107', 'CRED481052', 'LUXE702392']"
BARC113723,4,4,12352.36,"['SHEL201001', 'GOLD137896', 'UBS803829', 'BARC507594']"
GOLD805060,4,4,12190.01,"['CRED209723', 'PRIV258009', 'CRED965727', 'LUXE813458']"
UBS799269,4,4,12168.349999999999,"['BANK816580', 'CITI628211', 'USBA563045', 'USBA369636']"
GOLD127978,4,4,11982.650000000001,"['MORG503176', 'CAYM790807', 'TDBA199675', 'PRIV309112']"
DEUT311529,4,4,11866.869999999999,"['BARC271514', 'CRED711851', 'CRED135179', 'UBS801409']"
CAYM690366,4,4,11826.75,"['CHAS710452', 'CAPI992221', 'BANK618016', 'UBS339867']"
UBS786763,4,4,11761.36,"['BANK508259', 'SWIS290304', 'MORG838099', 'CITI388599']"
USBA563814,4,4,11739.269999999999,"['MORG597023', 'MORG698090', 'HSBC130089', 'SHEL690543']"
CAYM404970,4,4,11546.68,"['MORG237296', 'PRIV595148', 'SWIS716127', 'PRIV275815']"
UBS856459,4,4,11542.07,"['USBA369636', 'BARC565010', 'PNCB798668', 'UBS383971']"
CHAS261591,4,4,11452.83,"['TDBA666709', 'TDBA887612', 'UBS237071', 'BARC890169']"
PNCB518640,4,4,11447.1,"['CRED152519', 'MORG550607', 'PNCB903366', 'BARC996720']"
UBS470807,4,4,10750.630000000001,"['CAYM970327', 'UBS813715', 'MORG799235', 'DEUT387367']"
CAYM547883,4,4,10695.53,"['WELL661309', 'CRED718306', 'CAYM615500', 'TDBA199675']"
PRIV626006,4,4,10166.61,"['HSBC768266', 'WELL924049', 'STAN759600', 'HSBC942698']"
USBA991076,4,4,10079.619999999999,"['CRED310636', 'SWIS955014', 'SWIS475210', 'CAPI138731']"
OFFS850071,4,4,10005.380000000001,"['TDBA335119', 'PNCB497612', 'CITI447328', 'CHAS961913']"
SHEL562921,4,4,9799.48,"['MORG423552', 'PRIV640693', 'BARC822850', 'TDBA200244']"
TDBA221027,4,4,9636.34,"['USBA563045', 'GOLD787767', 'STAN633248', 'UBS899899']"
CHAS172406,4,4,9151.590000000002,"['CAPI130395', 'SHEL568137', 'BANK696174', 'CAPI713665']"
STAN188075,4,4,9036.72,"['CAYM999506', 'SWIS592114', 'TDBA221027', 'CITI388599']"
USBA190101,4,4,8951.7,"['MORG563951', 'PRIV647638', 'USBA625352', 'CHAS862792']"
PRIV354762,4,4,8816.81,"['CITI406079', 'CHAS318333', 'PNCB773064', 'BANK544860']"
STAN425054,4,4,8593.880000000001,"['BARC155967', 'BANK595808', 'STAN248089', 'MORG721843']"
OFFS811210,4,4,8528.06,"['SWIS113406', 'CAPI756622', 'WELL427788', 'GOLD756670']"
SHEL152196,4,4,8444.199999999999,"['BARC390653', 'PNCB710814', 'UBS593857', 'LUXE645200']"
PRIV965537,4,4,8346.59,"['CAPI789662', 'USBA316382', 'UBS456051', 'USBA593212']"
USBA847109,4,4,8261.23,"['CRED869421', 'GOLD511143', 'DEUT963181', 'CITI447328']"
CAPI787410,4,4,8121.59,"['GOLD917167', 'CHAS230391', 'GOLD223397', 'CHAS109104']"
WELL231929,4,4,8080.12,"['PRIV940988', 'WELL875543', 'OFFS354764', 'OFFS727056']"
PNCB955870,4,4,7860.01,"['SWIS385342', 'GOLD244032', 'SHEL879079', 'SHEL719873']"
OFFS881466,4,4,7744.720000000001,"['CITI297982', 'SHEL484060', 'CITI388599', 'WELL357380']"
UBS905253,4,4,7403.03,"['PRIV885034', 'TDBA335119', 'PNCB577191', 'BANK670724']"
BARC323601,4,4,7388.76,"['OFFS351386', 'CRED898158', 'SWIS562357', 'SHEL690543']"
BANK918736,4,4,7333.889999999999,"['CITI858302', 'CRED143894', 'OFFS332758', 'STAN118521']"
UBS676717,4,4,7289.53,"['GOLD578467', 'CAYM547850', 'BANK181647', 'TDBA363626']"
TDBA276961,4,4,7272.1900000000005,"['HSBC153089', 'UBS209131', 'WELL924049', 'OFFS480571']"
PRIV132590,4,4,7228.23,"['CITI464975', 'CAPI130395', 'STAN633555', 'MORG939305']"
BANK960691,4,4,7199.26,"['DEUT904629', 'STAN190609', 'DEUT341183', 'BANK662579']"
DEUT839051,4,4,7018.179999999999,"['CRED647532', 'LUXE614371', 'CHAS481498', 'DEUT456822']"
PNCB360070,4,4,6770.34,"['CAPI153361', 'SHEL311324', 'STAN115758', 'SWIS137038']"
BANK493849,4,4,6507.3,"['CAYM529221', 'HSBC262390', 'BARC822850', 'BANK565391']"
SHEL198412,4,4,6495.049999999999,"['PNCB513637', 'SHEL355366', 'CAYM871108', 'PRIV954766']"
LUXE645200,4,4,6433.839999999999,"['SHEL355366', 'SWIS444039', 'SWIS394109', 'CHAS245105']"
PNCB254942,4,4,6399.46,"['PNCB361434', 'CAYM421416', 'OFFS133988', 'OFFS975921']"
PRIV863096,4,4,6396.48,"['CRED776050', 'OFFS966041', 'PRIV740645', 'SWIS575020']"
LUXE742463,4,4,6371.12,"['SHEL473398', 'BARC943198', 'SHEL366255', 'USBA555239']"
GOLD240267,4,4,6313.54,"['USBA561275', 'SHEL976334', 'CRED484210', 'CITI720809']"
STAN466123,4,4,6151.299999999999,"['TDBA327116', 'OFFS476946', 'CHAS642984', 'UBS997771']"
CHAS339369,4,4,6135.16,"['PNCB182432', 'WELL231333', 'CAYM754006', 'OFFS129415']"
OFFS243641,4,4,6089.48,"['HSBC352298', 'HSBC939220', 'CHAS296034', 'MORG572148']"
WELL977882,4,4,6086.07,"['DEUT728744', 'CAYM445985', 'CAPI888486', 'HSBC917124']"
TDBA865912,4,4,5985.02,"['UBS283558', 'STAN899532', 'LUXE895159', 'CRED815549']"
STAN150866,4,4,5946.8,"['CAYM179417', 'BARC550071', 'BARC545691', 'BARC507594']"
PNCB840748,4,4,5930.110000000001,"['BARC907432', 'CAYM567473', 'TDBA830492', 'WELL854778']"
CAPI202259,4,4,5811.0199999999995,"['BARC210203', 'TDBA276961', 'GOLD414381', 'BARC610716']"
STAN115758,4,4,5560.81,"['SHEL380933', 'BARC996720', 'TDBA860327', 'CITI475834']"
GOLD533621,4,4,5533.17,"['TDBA666709', 'BANK622927', 'TDBA276961', 'HSBC661314']"
CAYM690047,4,4,5521.110000000001,"['CHAS334855', 'CAYM547850', 'USBA299776', 'CRED152519']"
CAPI321276,4,4,5396.6900000000005,"['BANK453382', 'DEUT413489', 'GOLD511967', 'CITI105457']"
BANK424543,4,4,5378.3099999999995,"['STAN110869', 'CRED122898', 'PNCB824086', 'OFFS505392']"
PNCB143841,4,4,5373.170000000001,"['SWIS674507', 'SHEL190568', 'HSBC561230', 'TDBA830492']"
HSBC715733,4,4,5356.299999999999,"['WELL188866', 'MORG146191', 'USBA398307', 'UBS283558']"
SWIS232392,4,4,5089.0,"['MORG654126', 'HSBC437720', 'CAYM600330', 'SHEL551672']"
STAN538348,4,4,5052.7300000000005,"['HSBC661314', 'OFFS548660', 'CHAS621918', 'WELL433164']"
PNCB404224,4,4,4985.13,"['LUXE523541', 'MORG315039', 'USBA892090', 'CITI684599']"
SWIS320093,4,4,4973.16,"['TDBA524694', 'CAYM567473', 'OFFS354103', 'CAYM615500']"
SWIS465525,4,4,4933.11,"['CAPI787410', 'UBS648609', 'LUXE895159', 'LUXE523790']"
USBA170097,4,4,4808.5,"['DEUT997470', 'CAYM547073', 'GOLD756670', 'SWIS585196']"
STAN110869,4,4,4733.63,"['SWIS953428', 'CAYM547883', 'CAYM999506', 'TDBA611111']"
CAPI930576,4,4,4680.53,"['UBS114369', 'USBA289473', 'CHAS248387', 'CAYM567473']"
TDBA363626,4,4,4640.55,"['DEUT691915', 'STAN696782', 'CRED878756', 'STAN936820']"
MORG269654,4,4,4632.14,"['MORG423552', 'BANK109541', 'SHEL272887', 'UBS457150']"
WELL875543,4,4,4581.25,"['OFFS772496', 'CAYM949753', 'SWIS954093', 'BARC380597']"
BANK801659,4,4,4550.07,"['GOLD727410', 'OFFS830046', 'UBS740439', 'CITI768438']"
BANK227858,4,4,4518.7,"['MORG939305', 'CRED919735', 'HSBC387553', 'MORG148169']"
BARC955574,4,4,4421.81,"['STAN516862', 'WELL117276', 'CAYM640157', 'CAPI153361']"
OFFS927625,4,4,4297.27,"['PRIV187903', 'HSBC692265', 'CAPI240789', 'SWIS949437']"
TDBA512000,4,4,4243.799999999999,"['BARC393492', 'BANK101384', 'CAPI865759', 'CAYM404970']"
SWIS130086,4,4,4139.35,"['WELL753243', 'CHAS334855', 'DEUT382211', 'HSBC917124']"
TDBA666709,4,4,4134.740000000001,"['WELL321174', 'CITI294980', 'UBS572362', 'USBA271335']"
PNCB237570,4,4,4133.5,"['PRIV117123', 'WELL588657', 'MORG792340', 'BANK881436']"
TDBA524829,4,4,4111.76,"['OFFS548660', 'LUXE933096', 'PRIV640693', 'DEUT398330']"
CHAS642984,4,4,4072.71,"['CRED930132', 'CRED771513', 'TDBA739587', 'PNCB690977']"
CAPI888486,4,4,3938.49,"['USBA105650', 'PRIV629162', 'GOLD975305', 'DEUT822955']"
OFFS883052,4,4,3929.7400000000002,"['LUXE481376', 'BANK816698', 'CHAS230391', 'BARC903449']"
GOLD907268,4,4,3905.4200000000005,"['MORG563951', 'SHEL201001', 'CRED717661', 'CHAS433735']"
DEUT440075,4,4,3870.11,"['OFFS395596', 'UBS565436', 'OFFS699111', 'OFFS576896']"
UBS997771,4,4,3858.5699999999997,"['CITI548914', 'SHEL270004', 'OFFS966041', 'STAN936820']"
STAN422580,4,4,3853.54,"['OFFS445125', 'CRED671634', 'GOLD762951', 'WELL947981']"
CRED673324,4,4,3845.94,"['PRIV653482', 'UBS470807', 'GOLD244032', 'PRIV589600']"
BANK720234,4,4,3841.6899999999996,"['CAPI940904', 'UBS104677', 'GOLD154912', 'GOLD917167']"
WELL731946,4,4,3768.23,"['CAYM852086', 'UBS946544', 'HSBC875360', 'CITI888111']"
CAPI581264,4,4,3752.67,"['MORG922471', 'GOLD221579', 'BANK565391', 'WELL854778']"
OFFS321226,4,4,3749.84,"['CRED270776', 'CAYM117918', 'UBS104677', 'HSBC387553']"
CHAS154700,4,4,3691.0,"['MORG993458', 'BARC227610', 'STAN649778', 'USBA299776']"
PNCB737679,4,4,3619.23,"['MORG280844', 'CITI941784', 'WELL361387', 'PNCB795919']"
CRED270776,4,4,3559.94,"['CITI534992', 'CITI527989', 'OFFS262293', 'STAN982656']"
CAPI153361,4,4,3498.82,"['STAN650503', 'CAPI796327', 'TDBA200244', 'BARC787129']"
BANK953045,4,4,3494.66,"['PNCB439209', 'STAN516862', 'BANK340367', 'OFFS877340']"
USBA819987,4,4,3433.6400000000003,"['LUXE225494', 'GOLD688425', 'CAPI236351', 'PRIV132716']"
BANK375011,4,4,3416.22,"['UBS749904', 'PNCB928534', 'DEUT508610', 'USBA251206']"
CRED427886,4,4,3408.1500000000005,"['CAYM922665', 'BARC286871', 'CAYM148978', 'CHAS834782']"
CHAS578718,4,4,3390.37,"['PRIV811349', 'PRIV131059', 'CITI406079', 'CHAS908082']"
CAPI895969,4,4,3371.6899999999996,"['OFFS121005', 'HSBC939220', 'PRIV825600', 'TDBA988963']"
PRIV357632,4,4,3298.56,"['DEUT494651', 'DEUT276403', 'MORG815084', 'CHAS205509']"
CAYM666492,4,4,3289.4700000000003,"['OFFS332758', 'MORG315430', 'SHEL644025', 'HSBC262390']"
CRED245014,4,4,3223.3099999999995,"['USBA289473', 'BARC507594', 'UBS737615', 'BARC519844']"
MORG713740,4,4,3183.48,"['UBS814576', 'CITI967961', 'CRED773237', 'PRIV863096']"
CAYM368554,4,4,3077.12,"['CRED771513', 'CAPI686828', 'MORG483114', 'GOLD298093']"
DEUT927565,4,4,2988.9,"['MORG978375', 'HSBC758655', 'BARC927687', 'SWIS263196']"
DEUT100527,4,4,2886.33,"['UBS418730', 'CRED611274', 'MORG941805', 'CITI941784']"
CRED476072,4,4,2875.16,"['TDBA276961', 'CAPI262076', 'CHAS296034', 'PNCB135232']"
UBS237071,4,4,2816.33,"['USBA609986', 'OFFS243641', 'UBS281516', 'LUXE476698']"
BANK509162,4,4,2813.38,"['OFFS990704', 'CAPI120002', 'HSBC768266', 'LUXE589196']"
OFFS367240,4,4,2811.67,"['SWIS459954', 'DEUT765280', 'DEUT678844', 'CITI684599']"
WELL120596,4,4,2806.0699999999997,"['USBA768702', 'STAN510581', 'USBA865915', 'WELL231333']"
